date,hour,energy_kWh
2012-06-09,15,0.598
2012-06-09,16,0.440
2012-06-09,17,0.517
2012-06-09,18,0.831
2012-06-09,19,2.657
2012-06-09,20,2.593
2012-06-09,21,1.201
2012-06-09,22,0.733
2012-06-09,23,0.637
2012-06-10,00,0.448
2012-06-10,01,0.431
2012-06-10,02,0.507
2012-06-10,03,0.820
2012-06-10,04,0.873
2012-06-10,05,0.894
2012-06-10,06,0.497
2012-06-10,07,0.837
2012-06-10,08,0.884
2012-06-10,09,0.994
2012-06-10,10,1.222
2012-06-10,11,0.768
2012-06-10,12,0.950
2012-06-10,13,0.907
2012-06-10,14,0.609
2012-06-10,15,0.680
2012-06-10,16,0.471
2012-06-10,17,0.471
2012-06-10,18,0.455
2012-06-10,19,0.438
2012-06-10,20,0.479
2012-06-10,21,0.565
2012-06-10,22,0.442
2012-06-10,23,0.761
2012-06-11,00,0.620
2012-06-11,01,0.459
2012-06-11,02,0.456
2012-06-11,03,0.543
2012-06-11,04,0.741
2012-06-11,05,0.908
2012-06-11,06,0.855
2012-06-11,07,0.907
2012-06-11,08,0.433
2012-06-11,09,1.037
2012-06-11,10,0.704
2012-06-11,11,0.677
2012-06-11,12,0.584
2012-06-11,13,0.731
2012-06-11,14,0.786
2012-06-11,15,0.439
2012-06-11,16,0.585
2012-06-11,17,0.627
2012-06-11,18,0.817
2012-06-11,19,1.796
2012-06-11,20,1.074
2012-06-11,21,0.729
2012-06-11,22,0.738
2012-06-11,23,0.450
2012-06-12,00,0.489
2012-06-12,01,0.456
2012-06-12,02,0.876
2012-06-12,03,0.846
2012-06-12,04,0.815
2012-06-12,05,0.786
2012-06-12,06,0.758
2012-06-12,07,0.732
2012-06-12,08,0.708
2012-06-12,09,0.689
2012-06-12,10,0.424
2012-06-12,11,0.459
2012-06-12,12,0.464
2012-06-12,13,0.437
2012-06-12,14,0.434
2012-06-12,15,0.466
2012-06-12,16,0.607
2012-06-12,17,0.925
2012-06-12,18,0.699
2012-06-12,19,0.714
2012-06-12,20,0.731
2012-06-12,21,0.749
2012-06-12,22,0.768
2012-06-12,23,0.786
2012-06-13,00,0.805
2012-06-13,01,0.823
2012-06-13,02,0.622
2012-06-13,03,0.633
2012-06-13,04,0.643
2012-06-13,05,0.652
2012-06-13,06,0.658
2012-06-13,07,0.662
2012-06-13,08,0.664
2012-06-13,09,0.663
2012-06-13,10,0.586
2012-06-13,11,0.721
2012-06-13,12,0.430
2012-06-13,13,0.847
2012-06-13,14,0.419
2012-06-13,15,0.439
2012-06-13,16,0.622
2012-06-13,17,0.802
2012-06-13,18,0.889
2012-06-13,19,0.731
2012-06-13,20,0.665
2012-06-13,21,0.734
2012-06-13,22,0.665
2012-06-13,23,0.848
2012-06-14,00,0.554
2012-06-14,01,0.861
2012-06-14,02,0.891
2012-06-14,03,0.797
2012-06-14,04,0.567
2012-06-14,05,0.896
2012-06-14,06,0.923
2012-06-14,07,1.234
2012-06-14,08,0.867
2012-06-14,09,0.859
2012-06-14,10,0.550
2012-06-14,11,0.726
2012-06-14,12,0.858
2012-06-14,13,0.458
2012-06-14,14,0.801
2012-06-14,15,0.428
2012-06-14,16,1.213
2012-06-14,17,0.635
2012-06-14,18,0.424
2012-06-14,19,0.436
2012-06-14,20,0.448
2012-06-14,21,0.460
2012-06-14,22,0.471
2012-06-14,23,0.481
2012-06-15,00,0.489
2012-06-15,01,0.494
2012-06-15,02,0.914
2012-06-15,03,0.897
2012-06-15,04,0.979
2012-06-15,05,0.965
2012-06-15,06,0.950
2012-06-15,07,1.278
2012-06-15,08,0.895
2012-06-15,09,0.478
2012-06-15,10,0.983
2012-06-15,11,0.933
2012-06-15,12,0.881
2012-06-15,13,0.829
2012-06-15,14,0.775
2012-06-15,15,0.723
2012-06-15,16,0.672
2012-06-15,17,0.624
2012-06-15,18,0.579
2012-06-15,19,0.539
2012-06-15,20,0.503
2012-06-15,21,0.474
2012-06-15,22,0.452
2012-06-15,23,0.438
2012-06-16,00,0.433
2012-06-16,01,0.437
2012-06-16,02,0.437
2012-06-16,03,0.456
2012-06-16,04,0.448
2012-06-16,05,0.431
2012-06-16,06,0.459
2012-06-16,07,0.439
2012-06-16,08,0.430
2012-06-16,09,0.455
2012-06-16,10,0.561
2012-06-16,11,0.498
2012-06-16,12,1.296
2012-06-16,13,0.691
2012-06-16,14,0.668
2012-06-16,15,1.184
2012-06-16,16,0.614
2012-06-16,17,0.470
2012-06-16,18,0.469
2012-06-16,19,0.459
2012-06-16,20,0.830
2012-06-16,21,0.491
2012-06-16,22,0.454
2012-06-16,23,0.847
2012-06-17,00,0.461
2012-06-17,01,0.642
2012-06-17,02,0.776
2012-06-17,03,0.495
2012-06-17,04,0.826
2012-06-17,05,0.891
2012-06-17,06,0.490
2012-06-17,07,0.955
2012-06-17,08,0.417
2012-06-17,09,0.883
2012-06-17,10,0.941
2012-06-17,11,0.959
2012-06-17,12,0.976
2012-06-17,13,0.993
2012-06-17,14,1.008
2012-06-17,15,1.021
2012-06-17,16,1.033
2012-06-17,17,1.043
2012-06-17,18,1.051
2012-06-17,19,1.056
2012-06-17,20,1.059
2012-06-17,21,1.058
2012-06-17,22,1.054
2012-06-17,23,1.047
2012-06-18,00,1.036
2012-06-18,01,1.021
2012-06-18,02,0.516
2012-06-18,03,0.931
2012-06-18,04,0.451
2012-06-18,05,0.884
2012-06-18,06,0.897
2012-06-18,07,0.747
2012-06-18,08,0.883
2012-06-18,09,0.857
2012-06-18,10,0.460
2012-06-18,11,0.848
2012-06-18,12,0.416
2012-06-18,13,0.474
2012-06-18,14,0.438
2012-06-18,15,0.441
2012-06-18,16,0.616
2012-06-18,17,0.611
2012-06-18,18,1.293
2012-06-18,19,1.360
2012-06-18,20,1.434
2012-06-18,21,1.514
2012-06-18,22,1.599
2012-06-18,23,1.687
2012-06-19,00,1.777
2012-06-19,01,1.868
2012-06-19,02,0.455
2012-06-19,03,0.475
2012-06-19,04,0.495
2012-06-19,05,0.513
2012-06-19,06,0.531
2012-06-19,07,0.546
2012-06-19,08,0.560
2012-06-19,09,0.571
2012-06-19,10,2.444
2012-06-19,11,0.637
2012-06-19,12,0.689
2012-06-19,13,2.123
2012-06-19,14,0.708
2012-06-19,15,1.313
2012-06-19,16,0.633
2012-06-19,17,0.902
2012-06-19,18,0.799
2012-06-19,19,3.363
2012-06-19,20,0.689
2012-06-19,21,0.665
2012-06-19,22,1.263
2012-06-19,23,0.737
2012-06-20,00,0.474
2012-06-20,01,0.434
2012-06-20,02,0.502
2012-06-20,03,0.462
2012-06-20,04,0.457
2012-06-20,05,0.506
2012-06-20,06,0.888
2012-06-20,07,0.978
2012-06-20,08,0.485
2012-06-20,09,0.623
2012-06-20,10,0.527
2012-06-20,11,0.614
2012-06-20,12,0.476
2012-06-20,13,0.463
2012-06-20,14,0.486
2012-06-20,15,0.572
2012-06-20,16,0.615
2012-06-20,17,0.918
2012-06-20,18,2.548
2012-06-20,19,2.448
2012-06-20,20,1.024
2012-06-20,21,1.098
2012-06-20,22,0.796
2012-06-20,23,0.647
2012-06-21,00,1.131
2012-06-21,01,0.500
2012-06-21,02,0.463
2012-06-21,03,0.490
2012-06-21,04,0.490
2012-06-21,05,0.566
2012-06-21,06,0.824
2012-06-21,07,1.485
2012-06-21,08,0.539
2012-06-21,09,0.461
2012-06-21,10,0.543
2012-06-21,11,0.460
2012-06-21,12,0.512
2012-06-21,13,0.977
2012-06-21,14,0.574
2012-06-21,15,0.871
2012-06-21,16,1.711
2012-06-21,17,1.395
2012-06-21,18,1.360
2012-06-21,19,1.105
2012-06-21,20,1.511
2012-06-21,21,1.261
2012-06-21,22,1.054
2012-06-21,23,0.648
2012-06-22,00,0.528
2012-06-22,01,0.489
2012-06-22,02,0.536
2012-06-22,03,0.458
2012-06-22,04,0.528
2012-06-22,05,0.482
2012-06-22,06,0.779
2012-06-22,07,1.023
2012-06-22,08,0.762
2012-06-22,09,0.584
2012-06-22,10,1.138
2012-06-22,11,2.536
2012-06-22,12,3.023
2012-06-22,13,0.977
2012-06-22,14,0.871
2012-06-22,15,0.855
2012-06-22,16,1.098
2012-06-22,17,1.685
2012-06-22,18,1.602
2012-06-22,19,1.274
2012-06-22,20,1.202
2012-06-22,21,1.210
2012-06-22,22,2.318
2012-06-22,23,0.544
2012-06-23,00,0.511
2012-06-23,01,0.530
2012-06-23,02,0.580
2012-06-23,03,0.551
2012-06-23,04,0.467
2012-06-23,05,0.789
2012-06-23,06,0.470
2012-06-23,07,0.704
2012-06-23,08,0.759
2012-06-23,09,1.103
2012-06-23,10,0.724
2012-06-23,11,0.521
2012-06-23,12,0.490
2012-06-23,13,0.681
2012-06-23,14,0.512
2012-06-23,15,0.562
2012-06-23,16,0.994
2012-06-23,17,0.525
2012-06-23,18,1.213
2012-06-23,19,1.205
2012-06-23,20,1.195
2012-06-23,21,1.184
2012-06-23,22,1.173
2012-06-23,23,1.160
2012-06-24,00,1.146
2012-06-24,01,1.132
2012-06-24,02,0.816
2012-06-24,03,0.805
2012-06-24,04,0.794
2012-06-24,05,0.782
2012-06-24,06,0.771
2012-06-24,07,0.759
2012-06-24,08,0.748
2012-06-24,09,0.737
2012-06-24,10,0.727
2012-06-24,11,0.716
2012-06-24,12,0.707
2012-06-24,13,0.698
2012-06-24,14,0.689
2012-06-24,15,0.682
2012-06-24,16,0.676
2012-06-24,17,0.670
2012-06-24,18,0.666
2012-06-24,19,0.663
2012-06-24,20,0.661
2012-06-24,21,0.660
2012-06-24,22,0.661
2012-06-24,23,0.664
2012-06-25,00,0.668
2012-06-25,01,0.674
2012-06-25,02,1.136
2012-06-25,03,1.153
2012-06-25,04,1.173
2012-06-25,05,1.197
2012-06-25,06,1.224
2012-06-25,07,1.255
2012-06-25,08,1.291
2012-06-25,09,1.330
2012-06-25,10,0.495
2012-06-25,11,0.456
2012-06-25,12,0.483
2012-06-25,13,0.470
2012-06-25,14,0.639
2012-06-25,15,0.662
2012-06-25,16,1.308
2012-06-25,17,0.867
2012-06-25,18,0.761
2012-06-25,19,1.160
2012-06-25,20,0.973
2012-06-25,21,1.184
2012-06-25,22,1.015
2012-06-25,23,1.025
2012-06-26,00,0.601
2012-06-26,01,0.495
2012-06-26,02,0.497
2012-06-26,03,0.506
2012-06-26,04,0.478
2012-06-26,05,0.502
2012-06-26,06,0.633
2012-06-26,07,0.952
2012-06-26,08,0.505
2012-06-26,09,1.047
2012-06-26,10,0.683
2012-06-26,11,2.702
2012-06-26,12,0.897
2012-06-26,13,1.916
2012-06-26,14,4.452
2012-06-26,15,1.020
2012-06-26,16,1.302
2012-06-26,17,1.248
2012-06-26,18,3.446
2012-06-26,19,0.950
2012-06-26,20,1.503
2012-06-26,21,1.873
2012-06-26,22,1.349
2012-06-26,23,1.079
2012-06-27,00,0.513
2012-06-27,01,0.477
2012-06-27,02,0.511
2012-06-27,03,0.492
2012-06-27,04,0.464
2012-06-27,05,0.506
2012-06-27,06,0.548
2012-06-27,07,0.962
2012-06-27,08,0.472
2012-06-27,09,0.742
2012-06-27,10,0.802
2012-06-27,11,0.692
2012-06-27,12,0.671
2012-06-27,13,0.610
2012-06-27,14,0.796
2012-06-27,15,0.694
2012-06-27,16,1.071
2012-06-27,17,1.255
2012-06-27,18,0.937
2012-06-27,19,0.788
2012-06-27,20,0.929
2012-06-27,21,1.115
2012-06-27,22,3.223
2012-06-27,23,2.178
2012-06-28,00,0.673
2012-06-28,01,0.557
2012-06-28,02,0.529
2012-06-28,03,0.537
2012-06-28,04,0.552
2012-06-28,05,0.607
2012-06-28,06,0.582
2012-06-28,07,1.053
2012-06-28,08,0.970
2012-06-28,09,1.098
2012-06-28,10,1.090
2012-06-28,11,0.557
2012-06-28,12,0.532
2012-06-28,13,0.836
2012-06-28,14,0.707
2012-06-28,15,0.880
2012-06-28,16,1.100
2012-06-28,17,1.550
2012-06-28,18,1.239
2012-06-28,19,1.238
2012-06-28,20,1.218
2012-06-28,21,1.183
2012-06-28,22,1.136
2012-06-28,23,1.079
2012-06-29,00,1.017
2012-06-29,01,0.951
2012-06-29,02,0.581
2012-06-29,03,0.511
2012-06-29,04,0.537
2012-06-29,05,0.542
2012-06-29,06,0.928
2012-06-29,07,1.018
2012-06-29,08,0.534
2012-06-29,09,0.530
2012-06-29,10,0.764
2012-06-29,11,0.711
2012-06-29,12,0.618
2012-06-29,13,0.711
2012-06-29,14,0.712
2012-06-29,15,0.874
2012-06-29,16,1.088
2012-06-29,17,0.513
2012-06-29,18,0.758
2012-06-29,19,0.848
2012-06-29,20,1.275
2012-06-29,21,0.766
2012-06-29,22,1.147
2012-06-29,23,0.769
2012-06-30,00,0.549
2012-06-30,01,0.540
2012-06-30,02,0.554
2012-06-30,03,0.784
2012-06-30,04,0.540
2012-06-30,05,0.554
2012-06-30,06,0.492
2012-06-30,07,0.559
2012-06-30,08,0.493
2012-06-30,09,0.890
2012-06-30,10,0.629
2012-06-30,11,0.651
2012-06-30,12,1.082
2012-06-30,13,3.086
2012-06-30,14,1.036
2012-06-30,15,2.350
2012-06-30,16,2.462
2012-06-30,17,1.503
2012-06-30,18,0.979
2012-06-30,19,0.964
2012-06-30,20,0.944
2012-06-30,21,0.918
2012-06-30,22,0.886
2012-06-30,23,0.850
2012-07-01,00,0.809
2012-07-01,01,0.764
2012-07-01,02,0.608
2012-07-01,03,0.536
2012-07-01,04,0.544
2012-07-01,05,0.500
2012-07-01,06,0.807
2012-07-01,07,0.668
2012-07-01,08,0.713
2012-07-01,09,0.546
2012-07-01,10,1.083
2012-07-01,11,0.942
2012-07-01,12,0.808
2012-07-01,13,0.758
2012-07-01,14,0.825
2012-07-01,15,0.846
2012-07-01,16,0.508
2012-07-01,17,0.533
2012-07-01,18,0.521
2012-07-01,19,0.938
2012-07-01,20,0.836
2012-07-01,21,0.858
2012-07-01,22,1.194
2012-07-01,23,1.431
2012-07-02,00,0.736
2012-07-02,01,0.685
2012-07-02,02,0.705
2012-07-02,03,0.671
2012-07-02,04,0.638
2012-07-02,05,0.610
2012-07-02,06,0.587
2012-07-02,07,0.572
2012-07-02,08,0.566
2012-07-02,09,0.571
2012-07-02,10,0.589
2012-07-02,11,0.878
2012-07-02,12,0.774
2012-07-02,13,0.780
2012-07-02,14,0.731
2012-07-02,15,0.955
2012-07-02,16,0.764
2012-07-02,17,0.532
2012-07-02,18,0.798
2012-07-02,19,1.058
2012-07-02,20,1.413
2012-07-02,21,2.658
2012-07-02,22,3.745
2012-07-02,23,1.531
2012-07-03,00,1.071
2012-07-03,01,0.692
2012-07-03,02,0.883
2012-07-03,03,0.903
2012-07-03,04,0.922
2012-07-03,05,0.937
2012-07-03,06,0.950
2012-07-03,07,0.961
2012-07-03,08,0.970
2012-07-03,09,0.976
2012-07-03,10,0.980
2012-07-03,11,0.982
2012-07-03,12,0.981
2012-07-03,13,0.979
2012-07-03,14,0.976
2012-07-03,15,0.970
2012-07-03,16,0.963
2012-07-03,17,0.954
2012-07-03,18,0.944
2012-07-03,19,0.933
2012-07-03,20,0.920
2012-07-03,21,0.906
2012-07-03,22,0.890
2012-07-03,23,0.874
2012-07-04,00,0.857
2012-07-04,01,0.839
2012-07-04,02,0.693
2012-07-04,03,0.676
2012-07-04,04,0.660
2012-07-04,05,0.642
2012-07-04,06,0.624
2012-07-04,07,0.606
2012-07-04,08,0.588
2012-07-04,09,0.570
2012-07-04,10,1.070
2012-07-04,11,1.101
2012-07-04,12,3.364
2012-07-04,13,0.610
2012-07-04,14,0.583
2012-07-04,15,0.486
2012-07-04,16,0.947
2012-07-04,17,1.106
2012-07-04,18,0.405
2012-07-04,19,0.387
2012-07-04,20,0.502
2012-07-04,21,0.859
2012-07-04,22,1.417
2012-07-04,23,1.357
2012-07-05,00,0.703
2012-07-05,01,0.520
2012-07-05,02,0.509
2012-07-05,03,0.496
2012-07-05,04,0.528
2012-07-05,05,0.496
2012-07-05,06,0.501
2012-07-05,07,0.822
2012-07-05,08,0.499
2012-07-05,09,0.525
2012-07-05,10,0.724
2012-07-05,11,0.756
2012-07-05,12,0.524
2012-07-05,13,0.572
2012-07-05,14,0.743
2012-07-05,15,0.577
2012-07-05,16,0.486
2012-07-05,17,1.291
2012-07-05,18,1.083
2012-07-05,19,1.075
2012-07-05,20,1.064
2012-07-05,21,1.053
2012-07-05,22,1.041
2012-07-05,23,1.031
2012-07-06,00,1.024
2012-07-06,01,1.021
2012-07-06,02,0.494
2012-07-06,03,0.542
2012-07-06,04,0.681
2012-07-06,05,0.522
2012-07-06,06,0.507
2012-07-06,07,1.010
2012-07-06,08,0.604
2012-07-06,09,1.135
2012-07-06,10,0.638
2012-07-06,11,1.017
2012-07-06,12,0.698
2012-07-06,13,0.931
2012-07-06,14,1.292
2012-07-06,15,1.432
2012-07-06,16,0.920
2012-07-06,17,0.728
2012-07-06,18,0.758
2012-07-06,19,0.742
2012-07-06,20,0.720
2012-07-06,21,0.693
2012-07-06,22,0.663
2012-07-06,23,0.629
2012-07-07,00,0.593
2012-07-07,01,0.556
2012-07-07,02,0.542
2012-07-07,03,0.509
2012-07-07,04,0.549
2012-07-07,05,0.501
2012-07-07,06,0.552
2012-07-07,07,0.486
2012-07-07,08,0.525
2012-07-07,09,0.864
2012-07-07,10,0.537
2012-07-07,11,0.617
2012-07-07,12,0.529
2012-07-07,13,0.524
2012-07-07,14,0.487
2012-07-07,15,0.565
2012-07-07,16,0.487
2012-07-07,17,0.537
2012-07-07,18,0.519
2012-07-07,19,0.526
2012-07-07,20,0.616
2012-07-07,21,0.596
2012-07-07,22,0.974
2012-07-07,23,1.274
2012-07-08,00,0.781
2012-07-08,01,0.494
2012-07-08,02,0.547
2012-07-08,03,0.518
2012-07-08,04,0.535
2012-07-08,05,0.512
2012-07-08,06,0.534
2012-07-08,07,0.509
2012-07-08,08,0.510
2012-07-08,09,1.088
2012-07-08,10,0.667
2012-07-08,11,0.718
2012-07-08,12,0.635
2012-07-08,13,0.975
2012-07-08,14,2.192
2012-07-08,15,0.488
2012-07-08,16,0.549
2012-07-08,17,1.752
2012-07-08,18,1.766
2012-07-08,19,1.731
2012-07-08,20,1.671
2012-07-08,21,1.592
2012-07-08,22,1.500
2012-07-08,23,1.399
2012-07-09,00,1.297
2012-07-09,01,1.198
2012-07-09,02,0.521
2012-07-09,03,0.548
2012-07-09,04,0.541
2012-07-09,05,0.626
2012-07-09,06,0.581
2012-07-09,07,0.564
2012-07-09,08,0.525
2012-07-09,09,1.008
2012-07-09,10,0.726
2012-07-09,11,0.744
2012-07-09,12,1.877
2012-07-09,13,0.900
2012-07-09,14,1.264
2012-07-09,15,1.089
2012-07-09,16,2.536
2012-07-09,17,2.979
2012-07-09,18,0.000
2012-07-09,19,2.327
2012-07-09,20,2.560
2012-07-09,21,2.034
2012-07-09,22,1.470
2012-07-09,23,0.921
2012-07-10,00,0.627
2012-07-10,01,0.577
2012-07-10,02,0.558
2012-07-10,03,0.548
2012-07-10,04,0.701
2012-07-10,05,0.574
2012-07-10,06,0.555
2012-07-10,07,0.815
2012-07-10,08,0.589
2012-07-10,09,0.703
2012-07-10,10,0.505
2012-07-10,11,0.441
2012-07-10,12,0.412
2012-07-10,13,0.414
2012-07-10,14,0.445
2012-07-10,15,0.500
2012-07-10,16,0.577
2012-07-10,17,0.671
2012-07-10,18,0.780
2012-07-10,19,0.900
2012-07-10,20,1.028
2012-07-10,21,1.161
2012-07-10,22,1.294
2012-07-10,23,1.424
2012-07-11,00,1.549
2012-07-11,01,1.664
2012-07-11,02,0.580
2012-07-11,03,0.281
2012-07-11,04,0.577
2012-07-11,05,0.542
2012-07-11,06,0.302
2012-07-11,07,0.890
2012-07-11,08,0.770
2012-07-11,09,0.678
2012-07-11,10,0.732
2012-07-11,11,0.628
2012-07-11,12,0.563
2012-07-11,13,0.746
2012-07-11,14,0.895
2012-07-11,15,1.195
2012-07-11,16,0.912
2012-07-11,17,1.077
2012-07-11,18,0.354
2012-07-11,19,0.594
2012-07-11,20,0.558
2012-07-11,21,0.549
2012-07-11,22,1.237
2012-07-11,23,1.564
2012-07-12,00,0.710
2012-07-12,01,0.737
2012-07-12,02,0.596
2012-07-12,03,0.619
2012-07-12,04,0.604
2012-07-12,05,0.633
2012-07-12,06,0.725
2012-07-12,07,1.254
2012-07-12,08,0.699
2012-07-12,09,0.630
2012-07-12,10,0.892
2012-07-12,11,0.701
2012-07-12,12,0.633
2012-07-12,13,0.853
2012-07-12,14,0.790
2012-07-12,15,1.123
2012-07-12,16,1.349
2012-07-12,17,1.193
2012-07-12,18,1.020
2012-07-12,19,1.310
2012-07-12,20,0.575
2012-07-12,21,1.080
2012-07-12,22,1.417
2012-07-12,23,1.365
2012-07-13,00,0.677
2012-07-13,01,0.585
2012-07-13,02,0.526
2012-07-13,03,0.609
2012-07-13,04,0.525
2012-07-13,05,0.591
2012-07-13,06,0.534
2012-07-13,07,1.000
2012-07-13,08,0.548
2012-07-13,09,0.579
2012-07-13,10,0.806
2012-07-13,11,0.912
2012-07-13,12,0.557
2012-07-13,13,0.637
2012-07-13,14,0.702
2012-07-13,15,0.510
2012-07-13,16,0.738
2012-07-13,17,0.607
2012-07-13,18,2.556
2012-07-13,19,2.435
2012-07-13,20,3.456
2012-07-13,21,0.971
2012-07-13,22,1.720
2012-07-13,23,1.522
2012-07-14,00,1.121
2012-07-14,01,1.138
2012-07-14,02,0.651
2012-07-14,03,0.569
2012-07-14,04,0.562
2012-07-14,05,0.568
2012-07-14,06,0.553
2012-07-14,07,0.578
2012-07-14,08,0.663
2012-07-14,09,0.735
2012-07-14,10,0.958
2012-07-14,11,1.820
2012-07-14,12,1.422
2012-07-14,13,1.453
2012-07-14,14,1.686
2012-07-14,15,2.001
2012-07-14,16,2.264
2012-07-14,17,2.731
2012-07-14,18,2.687
2012-07-14,19,1.420
2012-07-14,20,0.570
2012-07-14,21,0.717
2012-07-14,22,1.413
2012-07-14,23,0.870
2012-07-15,00,0.615
2012-07-15,01,0.529
2012-07-15,02,0.736
2012-07-15,03,0.681
2012-07-15,04,0.576
2012-07-15,05,0.584
2012-07-15,06,0.589
2012-07-15,07,0.545
2012-07-15,08,0.571
2012-07-15,09,0.638
2012-07-15,10,1.417
2012-07-15,11,0.631
2012-07-15,12,0.568
2012-07-15,13,0.718
2012-07-15,14,0.874
2012-07-15,15,0.727
2012-07-15,16,1.988
2012-07-15,17,1.664
2012-07-15,18,0.802
2012-07-15,19,0.905
